listing_id,city,neighborhood,room_type,property_type,bedrooms,bathrooms,accommodates,review_score,number_of_reviews,host_response_rate,availability_365,cancellation_policy,amenities_count,latitude,longitude,price
932,San Francisco,Old Town,Hotel room,Townhouse,1,1,6,3.31,279,57,247,Moderate,3,25.353745,-3.624569,442.63
933,Austin,Beachside,Shared room,Townhouse,1,3,2,4.44,135,59,217,Flexible,6,-34.128343,13.958131,331.96
934,New York,Beachside,Shared room,Apartment,4,3,4,2.68,105,95,86,Flexible,6,28.100007,-87.243472,467.56
935,Seattle,Midtown,Entire home/apt,Townhouse,3,3,7,4.15,117,54,81,Strict,5,-52.116885,-48.153175,525.14
936,New York,Harbor Area,Hotel room,Loft,1,3,8,4.52,236,99,61,Strict,7,-32.7141,-23.692827,591.31
937,Denver,Harbor Area,Hotel room,House,2,2,3,4.18,308,68,286,Flexible,6,-46.787462,-132.796365,265.13
938,New York,Uptown,Shared room,House,4,1,9,3.74,455,96,41,Flexible,4,10.246518,-16.068912,539.76
939,New York,Harbor Area,Entire home/apt,House,1,3,2,4.88,387,87,11,Strict,5,-70.519204,111.769062,413.96
940,Seattle,Beachside,Private room,Loft,5,2,8,3.25,474,60,320,Strict,10,77.995868,118.101435,516.33
941,Los Angeles,Downtown,Private room,Cottage,2,3,8,2.55,99,92,233,Flexible,7,-29.967776,-31.837042,487.44
942,Miami,Harbor Area,Hotel room,Apartment,1,3,4,3.58,260,69,328,Strict,6,-50.585377,6.770992,376.17
943,Boston,Beachside,Private room,Townhouse,2,2,1,2.58,480,69,130,Strict,7,-0.621034,-167.88588,295.66
944,Boston,Midtown,Hotel room,Loft,2,2,1,4.88,304,70,114,Flexible,9,-40.140393,62.79572,358.32
945,San Francisco,Old Town,Hotel room,House,3,1,2,3.02,353,67,217,Flexible,3,6.282736,-34.341882,458.29
946,Seattle,Harbor Area,Hotel room,Villa,2,1,9,4.47,285,99,136,Moderate,4,-27.268353,-19.628034,469.72
947,San Francisco,Midtown,Private room,Condo,3,3,2,4.44,327,59,105,Flexible,5,-66.227974,134.522182,485.27
948,Austin,Old Town,Hotel room,Townhouse,4,3,2,3.04,102,83,178,Strict,5,-42.138856,-13.739604,304.15
949,Austin,City Center,Shared room,Loft,3,1,6,4.05,62,75,15,Flexible,7,-11.080828,-172.370791,412.3
950,San Francisco,City Center,Entire home/apt,Loft,5,1,7,2.62,174,79,241,Flexible,4,-84.547219,-98.103279,526.21
951,Seattle,Old Town,Entire home/apt,Apartment,1,2,7,3.71,281,58,333,Flexible,10,48.715655,-8.776579,398.11
952,San Francisco,Harbor Area,Hotel room,Apartment,4,1,9,2.54,440,95,225,Moderate,10,21.928422,-27.217335,558.36
953,Boston,Uptown,Entire home/apt,Loft,4,1,6,4.8,292,80,241,Moderate,9,18.244729,129.733249,442.1
954,Atlanta,Beachside,Private room,House,5,3,8,4.94,225,91,140,Strict,8,8.288988,15.169503,408.61
955,Chicago,Downtown,Private room,Condo,3,1,6,3.06,6,53,198,Moderate,9,16.256371,68.268867,311.63
956,New York,Downtown,Entire home/apt,Townhouse,1,3,2,3.02,126,55,111,Flexible,7,78.237351,-11.043613,328.47
957,Chicago,Suburb,Private room,Apartment,3,1,1,4.38,423,63,126,Moderate,4,-88.457542,-21.723936,303.06
958,Seattle,Old Town,Entire home/apt,Townhouse,2,2,5,3.13,91,53,20,Flexible,2,-81.396052,-19.336799,362.37
959,Chicago,Downtown,Entire home/apt,House,3,1,9,4.74,422,75,146,Moderate,3,-55.531186,-32.068235,463.82
960,Austin,Harbor Area,Entire home/apt,Townhouse,4,1,8,3.93,189,96,88,Moderate,6,-59.885752,13.890019,451.21
961,Denver,Uptown,Hotel room,Villa,1,1,4,3.38,358,97,302,Moderate,5,-57.384997,-89.840375,274.83
962,New York,Old Town,Entire home/apt,Apartment,3,3,5,4.58,475,88,202,Flexible,4,30.949899,140.77987,537.77
963,Miami,Uptown,Hotel room,House,1,2,5,3.73,461,66,84,Moderate,6,-7.293006,-60.089203,430.36
964,Seattle,Harbor Area,Entire home/apt,House,1,1,6,4.78,52,68,166,Flexible,2,88.520198,-126.89142,365.51
965,New York,Downtown,Entire home/apt,Condo,2,3,3,4.82,241,98,71,Flexible,9,-49.160535,-145.241828,462.53
966,Chicago,Downtown,Entire home/apt,Condo,2,2,5,2.91,485,55,297,Strict,10,-34.050582,-175.167751,271.78
967,Austin,Suburb,Private room,Villa,4,3,2,2.51,131,78,8,Moderate,4,87.163329,-27.771812,269.8
968,Los Angeles,Downtown,Hotel room,House,5,3,1,4.96,489,60,280,Strict,5,59.716465,-112.460044,531.33
969,Atlanta,Old Town,Hotel room,Cottage,1,2,1,4.77,465,65,257,Strict,5,-5.43614,-172.206755,208.94
970,Miami,Harbor Area,Entire home/apt,House,5,1,7,2.64,363,79,274,Flexible,3,9.827439,7.207037,539.01
971,Atlanta,City Center,Entire home/apt,Condo,4,3,2,4.58,111,74,237,Moderate,9,61.772026,64.792278,322.76
972,New York,Harbor Area,Private room,Cottage,1,3,4,3.64,408,89,19,Flexible,8,-3.423556,-149.129622,366.84
973,Austin,Old Town,Private room,Apartment,1,1,5,3.15,6,60,232,Flexible,3,-52.91573,-14.068522,248.35
974,Austin,Old Town,Private room,Apartment,5,1,7,4.7,229,56,220,Moderate,5,59.120017,87.706324,478.68
975,Chicago,Suburb,Hotel room,Townhouse,3,2,2,2.99,155,75,325,Flexible,2,6.799048,174.890456,240.05
976,Boston,Suburb,Hotel room,Loft,2,2,6,4.87,196,71,16,Moderate,7,-62.452333,60.188524,481.04
977,Chicago,Downtown,Hotel room,Condo,3,2,1,3.01,322,74,88,Moderate,9,1.00545,-91.857762,237.02
978,Boston,Midtown,Entire home/apt,Loft,5,1,7,4.03,363,68,195,Flexible,7,-15.623391,77.95931,492.43
979,Boston,Harbor Area,Hotel room,Cottage,2,3,9,3.06,222,80,349,Flexible,10,67.831656,35.254594,469.56
980,Miami,Harbor Area,Shared room,Condo,3,3,5,3.86,366,75,83,Strict,10,-67.310022,-103.752256,507.2
981,Chicago,Midtown,Shared room,Villa,2,2,5,4.21,489,91,86,Flexible,4,67.537765,126.399897,364.4
982,Los Angeles,Suburb,Private room,House,1,1,4,2.98,249,90,306,Moderate,5,2.197983,-26.134406,259.79
983,San Francisco,Downtown,Hotel room,Villa,3,3,3,3.8,403,85,337,Strict,2,-17.214403,166.311956,498.43
984,San Francisco,Midtown,Shared room,Cottage,2,2,9,3.67,82,72,153,Moderate,3,-60.845907,80.244363,590.54
985,Chicago,Downtown,Private room,Condo,2,3,5,2.68,239,96,227,Strict,3,36.147233,52.042736,306.07
986,Chicago,Downtown,Hotel room,Cottage,2,3,8,4.55,379,62,263,Flexible,3,76.825208,82.207021,417.09
987,Atlanta,Downtown,Entire home/apt,House,3,1,9,3.34,394,74,222,Flexible,4,-22.432076,-7.885073,318.06
988,Miami,Beachside,Shared room,Apartment,4,1,5,3.94,359,51,120,Flexible,4,-46.5147,1.881532,517.86
989,Chicago,Old Town,Entire home/apt,Apartment,3,3,9,3.79,322,51,172,Moderate,9,9.876045,126.434659,410.19
990,Atlanta,Downtown,Hotel room,Cottage,5,2,2,3.78,470,65,3,Strict,6,53.313471,65.134273,278.52
991,Boston,Beachside,Shared room,Loft,3,1,9,2.77,262,58,341,Moderate,6,-89.321815,143.007597,401.11
992,Austin,Suburb,Hotel room,Condo,2,3,4,3.56,406,77,127,Strict,10,23.647939,140.697631,357.67
993,Austin,Midtown,Entire home/apt,Condo,1,1,6,3.63,188,62,109,Flexible,10,17.37288,171.536412,266.78
994,Boston,Old Town,Shared room,Apartment,3,1,6,4.33,454,84,354,Moderate,5,-32.732607,72.077277,433.22
995,Seattle,City Center,Entire home/apt,Townhouse,3,1,6,4.6,365,90,36,Flexible,7,-8.743859,0.828618,435.76
996,Atlanta,Midtown,Hotel room,Villa,2,3,2,3.86,289,62,70,Moderate,9,-45.54662,-120.127788,244.6
997,Atlanta,Old Town,Hotel room,Townhouse,1,2,7,2.72,361,80,288,Flexible,3,52.179433,73.937001,255.79
998,Boston,City Center,Entire home/apt,House,1,2,6,3.09,402,70,30,Moderate,7,24.216288,-75.032022,381.98
999,Los Angeles,Midtown,Shared room,Villa,5,2,1,2.91,57,81,267,Moderate,2,5.888092,-78.138876,415.92
1000,Denver,Old Town,Entire home/apt,Villa,3,1,2,2.81,8,83,10,Strict,6,-19.345284,-94.2164,207.12
